time_s,adc_value
0.00020575523376464844,0
0.0002541542053222656,0
0.0002961158752441406,0
0.0003571510314941406,0
0.0003979206085205078,0
0.00043582916259765625,0
0.0004730224609375,0
0.0005099773406982422,0
0.0005495548248291016,0
0.0005879402160644531,0
0.0006253719329833984,0
0.0006625652313232422,0
0.0006990432739257812,0
0.0007352828979492188,0
0.0007722377777099609,0
0.0008084774017333984,0
0.0008451938629150391,0
0.0008814334869384766,0
0.0009174346923828125,0
0.0009551048278808594,0
0.0009915828704833984,0
0.001028299331665039,0
0.0010645389556884766,0
0.0011005401611328125,0
0.0011370182037353516,0
0.001173257827758789,0
0.001210927963256836,0
0.0012593269348144531,0
0.0012967586517333984,1
0.0013515949249267578,0
0.0013883113861083984,0
0.0014247894287109375,0
0.0014615058898925781,0
0.0015037059783935547,0
0.0015397071838378906,0
0.0015759468078613281,0
0.0016124248504638672,0
0.0016489028930664062,0
0.0016851425170898438,0
0.0017213821411132812,0
0.001760721206665039,0
0.001798868179321289,0
0.0018465518951416016,0
0.0018999576568603516,0
0.0019559860229492188,0
0.002018451690673828,0
0.002084016799926758,0
0.0021364688873291016,1
0.0021827220916748047,0
0.0022161006927490234,0
0.002256155014038086,1
0.002300262451171875,0
0.002356290817260742,0
0.002391815185546875,0
0.0024263858795166016,0
0.0024559497833251953,0
0.002485036849975586,0
0.002523660659790039,0
0.0025529861450195312,0
0.002582073211669922,0
0.002618551254272461,0
0.0026471614837646484,0
0.002678394317626953,0
0.0027158260345458984,0
0.00274658203125,0
0.0027751922607421875,0
0.0028045177459716797,0
0.0028340816497802734,1
0.002862215042114258,0
0.00289154052734375,0
0.0029222965240478516,0
0.0029516220092773438,0
0.0029807090759277344,0
0.003009796142578125,0
0.0030388832092285156,0
0.0030679702758789062,0
0.003099203109741211,0
0.0031294822692871094,0
0.0031585693359375,0
0.003187894821166992,0
0.0032167434692382812,0
0.003245830535888672,0
0.0032758712768554688,0
0.003320455551147461,0
0.003365039825439453,0
0.003398418426513672,0
0.0034275054931640625,0
0.003462076187133789,0
0.0034911632537841797,0
0.0035202503204345703,0
0.0035495758056640625,0
0.0035851001739501953,0
0.0036149024963378906,0
0.003645181655883789,0
0.003674030303955078,0
0.0037031173706054688,0
0.003731966018676758,0
0.00376129150390625,0
0.003797769546508789,0
0.0038270950317382812,0
0.0038590431213378906,1
0.0038979053497314453,0
0.003926992416381836,0
0.0039560794830322266,0
0.003985881805419922,0
0.0040171146392822266,0
0.004046201705932617,0
0.004076242446899414,0
0.004113197326660156,0
0.004144430160522461,0
0.004174470901489258,0
0.004212379455566406,0
0.004241943359375,0
0.004273176193237305,0
0.004302501678466797,0
0.004343748092651367,0
0.004376411437988281,0
0.0044097900390625,0
0.00444340705871582,0
0.0044727325439453125,0
0.004509449005126953,0
0.00455164909362793,0
0.0045812129974365234,0
0.004611015319824219,0
0.004640340805053711,0
0.004669666290283203,0
0.004698753356933594,0
0.004731416702270508,0
0.0047686100006103516,0
0.004798173904418945,1
0.004834175109863281,0
0.00486302375793457,1
0.004892110824584961,0
0.0049211978912353516,0
0.004952192306518555,0
0.004982948303222656,0
0.005015134811401367,0
0.0050487518310546875,0
0.005077838897705078,1
0.005114555358886719,0
0.0051441192626953125,0
0.005177021026611328,0
0.005205869674682617,0
0.005234956741333008,0
0.0052642822265625,0
0.005293369293212891,0
0.005350589752197266,0
0.005385875701904297,0
0.005421161651611328,0
0.005454540252685547,0
0.005483388900756836,0
0.005511760711669922,0
0.005544900894165039,0
0.00557398796081543,0
0.00560307502746582,0
0.0056455135345458984,0
0.005675792694091797,0
0.005713939666748047,0
0.005743503570556641,0
0.00577545166015625,0
0.005804300308227539,0
0.005833625793457031,0
0.00586247444152832,0
0.0058917999267578125,0
0.005926847457885742,0
0.005956888198852539,0
0.0059871673583984375,0
0.006024360656738281,0
0.006056785583496094,0
0.006085634231567383,0
0.006114959716796875,1
0.006143808364868164,0
0.006173372268676758,0
0.0062024593353271484,0
0.0062408447265625,0
0.006269216537475586,0
